,Name,Actual_price,Selling_price,Overall_rating,No_of_ratings_and_reviews,Reviews,Discount,One_star,Two_star,Three_star,Four_star,Five_star,Postive,Negative,Neutral
700,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) GV301QH-K6474TS Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)",0,"₹3,50,990",4.6,(465),,0% off,131,58,16,1.0,15,0,0,0
701,"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK103WS Thin and Light Laptop  (14 inch, Star Black, 1.3 kg, With MS Office)","₹39,990","₹33,990",4.3,17 Ratings & 2 Reviews,",Best in the market!,Great product",15% off,11,2,3,0.0,1,2,0,1
702,"ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP502TS 2 in 1 Laptop  (13.3 inch, Pine Grey, 1.30 KG, With MS Office)","₹1,38,048","₹79,990",3.8,22 Ratings & 2 Reviews,",Classy product,Awesome",42% off,12,4,0,2.0,4,2,0,1
703,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
704,"acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) A515-56 Notebook  (15.6 Inch, Pure Silver, 1.65 Kg, With MS Office)","₹65,999","₹50,999",3.0,3 Ratings & 0 Reviews,,22% off,0,2,0,0.0,1,0,0,0
705,"Lenovo APU Dual Core E2 E2-9000 7th Gen - (4 GB/1 TB HDD/DOS) IP 320E Laptop  (15.6 inch, Black, 2.2 kg)",0,"₹18,890",3.6,"1,136 Ratings & 259 Reviews",",Excellent buy at 15500/-,Classy product,Met my expectations except for the installed RAM.,Highly recommended,Excellent,Does the job,Pretty good,Did not meet expectations,Worst product ever,Unsatisfactory",0% off,509,208,113,70.0,236,5,1,5
706,"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX GeForce RTX 3050) GA401QC-K2189WS Gaming Laptop  (14 Inch, Eclipse Gray, 1.60 Kg, With MS Office)",0,"₹1,34,990",4.6,(10),,0% off,509,208,113,70.0,236,0,0,0
707,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
708,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","₹54,990","₹45,980",4.3,"1,325 Ratings & 122 Reviews",",Super!,Delightful,Mind-blowing purchase,Perfect product!,Worth every penny,Just wow!,Really Nice,Pretty good,Worth every penny,Terrific",16% off,796,340,89,23.0,77,9,0,2
709,"ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) M7400QC-KM053WS Creator Laptop  (14 inch, Black, 1.45 kg, With MS Office)","₹1,42,990","₹99,990",4.6,"(61,939)",,30% off,796,340,89,23.0,77,0,0,0
710,"acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop  (15.6 Inch, Charcoal Black, 1.7 Kg)","₹52,999","₹35,990",3.2,(51),,32% off,796,340,89,23.0,77,0,0,0
711,"MSI Sword 15 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) 15 A11UC-891IN Gaming Laptop  (15.6 inch, White, 2.25 kg)","₹1,07,990","₹85,990",4.3,"(61,939)",,20% off,796,340,89,23.0,77,0,0,0
712,"DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)","₹1,08,965","₹84,490",3.8,4 Ratings & 1 Reviews,",Classy product",22% off,2,1,0,0.0,1,1,0,1
713,"DELL 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) 5577 Gaming Laptop  (15.6 inch, Black, 2.56 kg, With MS Office)",0,"₹77,234",4.4,295 Ratings & 71 Reviews,",Mind-blowing purchase,Best in the market!,Beastly Notebook,Awesome,Terrific purchase,Great product,Very Good,Wonderful,Good choice,Nice product",0% off,187,74,17,3.0,14,8,0,3
714,"acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070 with Max-Q Design) PT315-52 Gaming Laptop  (15.6 inch, Black, 2.1 kg)","₹1,60,190","₹1,59,990",3.8,4 Ratings & 0 Reviews,,0% off,2,1,0,0.0,1,0,0,0
715,"Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Laptop  (15.6 inch, Platinum Grey, With MS Office)","₹56,590","₹37,990",3.5,(37),,32% off,2,1,0,0.0,1,0,0,0
716,"Lenovo Ideapad 5 Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) IdeaPad 5 Pro 14ACN6 Thin and Light Laptop  (14 inch, Storm Grey, 1.38 kg, With MS Office)","₹1,17,290","₹71,999",4.1,0,,38% off,2,1,0,0.0,1,0,0,0
717,"ASUS ZenBook Pro 15 Core i9 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2032T Laptop  (15.6 inch, Deep Dive Blue, 1.88 kg)","₹2,09,990","₹2,09,690",5.0,4 Ratings & 0 Reviews,,0% off,4,0,0,0.0,0,0,0,0
718,"ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 3060/240 Hz) FX566HM-AZ096TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg, With MS Office)","₹1,88,990","₹1,44,990",4.5,2 Ratings & 1 Reviews,,23% off,1,1,0,0.0,0,0,0,0
719,"ASUS Pro P5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop  (14 inch, Grey, 1.22 kg)",0,"₹81,990",4.6,(841),,0% off,1,1,0,0.0,0,0,0,0
720,"ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX3050- 4GB) FA506IC-HN075W Gaming Laptop  (15.6 inch, Black)","₹97,990","₹80,990",4.0,0,,17% off,1,1,0,0.0,0,0,0,0
721,"ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X415FA-BV311T Laptop  (14.1 inch, Slate Grey, 1.6 kg)","₹40,990","₹31,990",4.0,112 Ratings & 12 Reviews,",Really Nice,Perfect product!,Unsatisfactory,Terrific purchase,Super!,Delightful,Horrible,Fabulous!,Value-for-money,Waste of money!",21% off,58,21,15,6.0,12,6,2,3
722,"SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) NP750XEE-XB1IN Thin and Light Laptop  (15.6 Inch, Silver, 1.6 kg, With MS Office)","₹1,03,490","₹85,990",4.6,"(61,939)",,16% off,58,21,15,6.0,12,0,0,0
723,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,58,21,15,6.0,12,0,0,0
724,"HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1047TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹92,000","₹91,900",3.7,3 Ratings & 0 Reviews,,0% off,2,0,0,0.0,1,0,0,0
725,"lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)","₹1,39,890","₹1,01,680",4.7,82 Ratings & 14 Reviews,",Mind-blowing purchase,Fabulous!,Nice product,Terrific purchase,Good,A good laptop,Best in the market!,Worth the money,Just okay,Super!",27% off,67,9,3,0.0,3,9,0,2
726,"Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA® GEFORCE® GTX 1650 (4GB GDDR6)/60 Hz) 15ACH6 Gaming Laptop  (15.6 inch, Phantom BLUE, 2.4 kg)","₹1,07,690","₹74,790",3.6,"(5,930)",,30% off,67,9,3,0.0,3,0,0,0
727,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
728,"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA-BQ312TS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹50,990","₹38,490",4.4,202 Ratings & 22 Reviews,",Wonderful,Super!,Wonderful,Brilliant,Worth every penny,Awesome,Wonderful,Must buy!,Pretty good,Super!",24% off,118,59,12,5.0,8,9,0,2
729,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
730,"ASUS Vivobook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415JA-BV311WS Notebook  (14.1 inch, Slate Grey, 1.6 kg, With MS Office)","₹45,990","₹32,490",3.7,0,,29% off,13,13,4,1.0,1,0,0,0
731,"ASUS TUF Gaming F17 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/144 Hz) FX766LI-HX185T Gaming Laptop  (17.3 inch, Gray Metal, 2.6 KG)","₹96,990","₹70,990",4.2,25 Ratings & 5 Reviews,",Super!,Classy product,Expected a better product,Wonderful,Excellent",26% off,14,5,3,2.0,1,5,0,1
732,"Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CS Laptop  (14.1 Inch, Cloud Silver)","₹29,990","₹22,490",4.0,161 Ratings & 25 Reviews,",Pretty good,Mind-blowing purchase,Awesome,Awesome,Must buy!,Mind-blowing purchase,Very Good,Pretty good,Wonderful,Utterly Disappointed",25% off,89,33,13,8.0,18,6,1,4
733,"APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A  (13 inch, Silver, 1.4 kg)","₹1,94,900","₹1,74,990",4.7,31 Ratings & 3 Reviews,",Fair,Must buy!,Moderate",10% off,26,3,1,1.0,0,1,0,3
734,"Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)",0,"₹65,690",4.4,488 Ratings & 43 Reviews,",Simply awesome,Great product,Classy product,Must buy!,Loved it :),Worth the money,Super!,Delightful,Super!,Pretty good",0% off,308,120,24,9.0,27,9,0,2
735,"ASUS VivoBook Ultra K14 (2021) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413EA-EB302TS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)","₹56,990","₹44,990",4.4,192 Ratings & 35 Reviews,",Excellent,Awesome,Great product,Mind-blowing purchase,Pretty good,Very poor,Great product,Terrific purchase,Fabulous!,Super!",21% off,119,49,14,4.0,6,8,1,2
736,"Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 Inch, Slate Grey, 1.43 KG, With MS Office)","₹1,25,890","₹87,990",4.7,31 Ratings & 6 Reviews,",Simply awesome,Worth every penny,Classy product,Absolute rubbish!,Perfect product!,Terrific purchase",30% off,27,2,1,0.0,1,5,0,2
737,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM531WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)","₹1,10,990","₹92,449",4.5,4 Ratings & 1 Reviews,,16% off,3,0,1,0.0,0,0,0,0
738,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1001TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹78,294","₹72,500",4.4,237 Ratings & 18 Reviews,",Awesome,Great product,Delightful,Classy product,Worth the money,Very Good,Nice product,Just wow!,Excellent,Must buy!",7% off,144,66,12,1.0,14,9,0,2
739,"DELL Inspiron 3510 Pentium Quad Core 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) 3510 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)","₹40,000","₹35,990",3.1,(51),,10% off,144,66,12,1.0,14,0,0,0
740,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","₹78,176","₹63,990",4.2,157 Ratings & 15 Reviews,",Best in the market!,Awesome,Hated it!,Highly recommended,Nice,Terrific,Nice,Terrific,Nice,Useless product",18% off,93,34,13,3.0,14,8,2,1
741,"DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Black, 1.58 kg, With MS Office)",0,"₹37,126",4.4,78 Ratings & 8 Reviews,",Perfect product!,Wonderful,Nice product,Great product,Mind-blowing purchase,Worthless,Delightful,Classy product",0% off,48,21,5,0.0,4,6,1,2
742,"DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) G15-5510 / inspiron 5510 Gaming Laptop  (15.6 inches, Dark Shadow Grey, 2.4 kg, With MS Office)","₹83,557","₹75,500",4.3,28 Ratings & 1 Reviews,",Awesome",9% off,13,12,2,0.0,1,1,0,1
743,"ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 Super with Max-Q Design/300 Hz) GX502LXS-HF081T Gaming Laptop  (15.6 inch, Black Metal, 1.90 kg)","₹3,24,990","₹2,34,990",4.6,"(61,939)",,27% off,13,12,2,0.0,1,0,0,0
744,"Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad 3 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.65 KG, With MS Office)","₹59,995","₹36,490",4.8,6 Ratings & 0 Reviews,,39% off,5,1,0,0.0,0,0,0,0
745,"ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) FX577ZM-HQ067WS Gaming Laptop  (15.6 inch, Jaeger Gray, 2.20 kg, With MS Office)","₹1,73,990","₹1,46,990",4.6,0,,15% off,5,1,0,0.0,0,0,0,0
746,"DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 Kg, With MS Office)","₹1,28,665","₹1,01,990",4.7,(51),,20% off,5,1,0,0.0,0,0,0,0
747,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,5,1,0,0.0,0,0,0,0
748,"ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)",0,"₹2,33,990",4.6,"(61,939)",,0% off,5,1,0,0.0,0,0,0,0
749,"HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3055TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.77 Kg, With MS Office)","₹47,264","₹40,490",3.9,92 Ratings & 8 Reviews,",Value-for-money,Not recommended at all,Good choice,Worth every penny,Nice product,Decent product,Good choice",14% off,44,23,10,1.0,14,4,1,3
750,"DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop  (15.6 inch, Blue Mist Sparkle, With MS Office)","₹66,560","₹51,490",4.3,3 Ratings & 0 Reviews,,22% off,2,0,1,0.0,0,0,0,0
751,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
752,"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14-ec0037AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹74,839","₹61,990",4.1,25 Ratings & 2 Reviews,",Terrific purchase,Highly recommended",17% off,13,8,0,2.0,2,2,0,1
753,"ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX434FL-A5822TS Thin and Light Laptop  (14 inch, Icicle Silver, 1.26 kg, With MS Office)",0,"₹1,05,990",5.0,4 Ratings & 0 Reviews,,0% off,4,0,0,0.0,0,0,0,0
754,"Lenovo APU Dual Core A9 A9-9420 7th Gen - (4 GB/1 TB HDD/DOS) IP 320E Laptop  (15.6 inch, ONYX Black, 2.2 kg)",0,"₹22,890",3.8,"1,999 Ratings & 454 Reviews",",Powerful Budget Laptop..!!,Brilliant,Best in the market!,Terrific,Overall nice product,Value for money, good for on the go web development,Its something like budget laptop dont expect much.,Perfect product!,Fair,Does the job",0% off,965,424,226,81.0,303,10,0,2
755,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
756,"ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) M712UA-AU521TS Laptop  (17.3 inches, Transparent Silver, 2.30 kg, With MS Office)","₹78,990","₹54,990",2.7,3 Ratings & 0 Reviews,,30% off,1,0,0,1.0,1,0,0,0
757,"MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP76 Leopard 11UG-609IN Gaming Laptop  (17.3 inches, Black, 2.9 kg)","₹2,01,990","₹1,79,990",4.4,25 Ratings & 6 Reviews,",Mind-blowing purchase,Mind-blowing purchase,Fabulous!,Terrific purchase,Good",10% off,19,3,0,1.0,2,3,0,3
758,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹85,668","₹67,390",4.0,16 Ratings & 1 Reviews,",Just okay",21% off,8,4,2,0.0,2,1,0,1
759,"HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-ec0101AX Gaming Laptop  (15.6 inch, Black, 2.04 kg)","₹56,144","₹51,990",4.2,"15,299 Ratings & 2,035 Reviews",",Simply awesome,Must buy!,Terrific,Nice product,Classy product,Good choice,Value-for-money,Pretty good,Simply awesome,Delightful",7% off,"8,443","3,933","1,364",439.0,"1,120",8,0,3
760,"ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m15R3 Gaming Laptop  (15.6 inch, Lunar Light, 2.5 kg, With MS Office)","₹2,93,080","₹2,69,290",4.0,5 Ratings & 2 Reviews,",Mind-blowing purchase,Worth every penny",8% off,3,1,0,0.0,1,1,0,2
761,"ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/120 Hz) F571LI-AL146T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","₹99,990","₹87,390",4.3,269 Ratings & 42 Reviews,",Good quality product,Simply awesome,Excellent,Terrific,Simply awesome,Nice,Does the job,Good choice,Super!,Just wow!",12% off,157,77,14,6.0,15,9,0,2
762,"Avita PURA APU Dual Core A6 9220e - (8 GB/256 GB SSD/Windows 10 Home) NS14A6ING541-IBB Thin and Light Laptop  (14 inches, Ink Black, 1.34 kg)","₹33,490","₹26,490",3.7,"1,739 Ratings & 249 Reviews",",Best in the market!,Highly recommended,Terrific,Worth every penny,Good,Did not meet expectations,Does the job,Best in the market!,Delightful,Good choice",20% off,744,378,257,114.0,246,8,0,3
763,"ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 Inch, Black, 1.3 KG, With MS Office)","₹1,88,990","₹1,21,000",2.8,0,,35% off,744,378,257,114.0,246,0,0,0
764,"ASUS Ryzen 3 Dual Core 3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-EJ312TSM515D Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","₹37,990","₹32,990",4.3,206 Ratings & 33 Reviews,",Worth every penny,Terrific purchase,Wonderful,Delightful,Nice product,Does the job,Mind-blowing purchase,Nice product,Wonderful,Fabulous!",13% off,120,55,13,5.0,13,8,0,3
765,"HP Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) 15s- ey2000au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",0,"₹47,873",3.1,(51),,0% off,120,55,13,5.0,13,0,0,0
766,"DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹59,600","₹47,400",4.3,271 Ratings & 46 Reviews,",Wonderful,Wonderful,Super!,Fabulous!,Excellent,Excellent,Perfect product!,Really Nice,Worth the money,Bad quality",20% off,169,62,14,5.0,21,9,1,1
767,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) IPG3-15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)","₹1,18,890","₹88,990",4.0,9 Ratings & 3 Reviews,",Super!,Did not meet expectations,Horrible",25% off,6,1,0,0.0,2,1,1,2
768,"ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Laptop  (13.3 inch, Deep Dive Blue, 1.05 kg)","₹1,22,990","₹99,990",4.3,30 Ratings & 7 Reviews,",Classy product, perfect blend of Performance and Portability,Delightful,Great product,Fabulous!,Worst Customer Support,Not recommended at all,descent buy",18% off,18,8,2,0.0,2,5,2,2
769,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 inch, Starfall Grey, 1.24 kg)","₹54,999","₹32,990",4.2,242 Ratings & 51 Reviews,",Awesome,Good quality product,Excellent,Brilliant,Brilliant,Wonderful,Pretty good,Brilliant,Must buy!,Value-for-money",40% off,146,52,15,7.0,22,8,0,3
770,"ASUS Vivobook X515EA Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)","₹52,990","₹37,480",4.0,31 Ratings & 5 Reviews,",Does the job,Worth every penny,Does the job,Wonderful,Simply awesome",29% off,15,6,8,0.0,2,3,0,3
771,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,15,6,8,0.0,2,0,0,0
772,"ASUS VivoBook 15 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) X543MA-GQ1358T Laptop  (15.6 inch, Transparent Silver, 1.9 kg)","₹33,990","₹29,990",4.1,17 Ratings & 3 Reviews,",Just okay,Delightful,Classy product",11% off,6,8,2,0.0,1,3,0,1
773,"MICROSOFT Surface Laptop 3 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop  (13 inch, Platinum, 1.27 kg)","₹1,04,999","₹1,00,190",4.3,57 Ratings & 8 Reviews,",Just wow!,Good choice,Very poor,Perfect product!,Value-for-money,Moderate,Value-for-money,Worth every penny",4% off,35,15,1,3.0,3,4,1,4
774,"HP Envy x360 Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 11 Home) 13 x360-ay1035au 2 in 1 Laptop  (13.3 inch, Nightfall Black, 1.32 Kg, With MS Office)","₹98,999","₹87,699",2.8,"(9,041)",,11% off,35,15,1,3.0,3,0,0,0
